上门服务	2	0.5809999704361	0.8	0.0	0.72861556291391	0.63
97sese	2	0.0099999997764826	0.48100000619888	0.0	0.7902591044776099	0.63
妓女	2	0.0099999997764826	0.86900001764297	0.046999998390675	0.27147358208954997	0.63
自焚	2	0.8	0.18299999833107003	0.53600001335144	0.27147358208954997	0.019999999552965
少妇	2	0.0099999997764826	0.89700001478195	0.0	0.27147358208954997	0.63
硝化甘油	2	0.8	0.07000000029802299	0.0	0.91514155948553	0.0070000002160668
调教	2	0.0099999997764826	0.7710000276565601	0.0	0.38057776119403003	0.63
荡妇	2	0.0099999997764826	0.87900000810623	0.0	0.27147358208954997	0.63
骚货	2	0.0099999997764826	0.87699997425079	0.0	0.27147358208954997	0.63
独裁政治	2	0.034000001847743995	0.06800000369548799	0.9	0.73734238410596	0.046000000089407
性饥渴	2	0.0099999997764826	0.86199998855591	0.0	0.27147358208954997	0.63
迷药	2	0.8	0.68300002813339	0.0	0.27147358208954997	0.014999999664723998
色狼	2	0.0099999997764826	0.8539999723434399	0.0	0.27147358208954997	0.63
官逼民反	2	0.0049999998882413	0.31400001049042	0.9	0.30242185430464	0.2419999986887
乱伦	2	0.0099999997764826	0.82800000905991	0.0	0.27147358208954997	0.63
淫荡	2	0.0099999997764826	0.82400000095367	0.0	0.27147358208954997	0.63
滥交	2	0.0099999997764826	0.82400000095367	0.0	0.27147358208954997	0.63
奸淫	2	0.0099999997764826	0.82200002670288	0.0	0.27147358208954997	0.63
淫荡女	2	0.0099999997764826	0.84600001573563	0.0	0.24705805970149	0.63
叫床	2	0.0099999997764826	0.8180000185966501	0.0	0.27147358208954997	0.63
贱货	2	0.0099999997764826	0.80500000715256	0.0	0.27147358208954997	0.63
三陪女	2	0.0099999997764826	0.8	0.0	0.27147358208954997	0.63
风骚	2	0.0099999997764826	0.7799999713897701	0.0	0.27147358208954997	0.63
saobi	2	0.0099999997764826	0.6129999756813	0.0	0.43604304635762	0.63
qiangjian	2	0.0099999997764826	0.61900001764297	0.0	0.42625231788079	0.63
tiananmen	2	0.0099999997764826	0.30399999022484003	0.9	0.44324403973509996	0.028000000864267
操起	2	0.0099999997764826	0.81099998950958	0.0	0.21794373134328	0.63
天安门广场	2	0.0	0.10999999940395	0.9	0.6309387417218499	0.014000000432133999
免费激情	2	0.034000001847743995	0.8	0.32100000977515997	0.49305496688741995	0.0049999998882413
淫荡小	2	0.0099999997764826	0.76399999856949	0.0	0.24356552238805998	0.63
反攻大陆	2	0.017000000923871997	0.20999999344349002	0.91500002145767	0.4915798013245	0.013000000268221002
艹	2	0.0099999997764826	0.8420000076293901	0.0	0.16344537313433	0.63
操	2	0.0099999997764826	0.78200000524521	0.0	0.21794373134328	0.63
屁眼	2	0.0099999997764826	0.72600001096725	0.0	0.27147358208954997	0.63
毛片	2	0.0099999997764826	0.8289999961853001	0.0	0.15351313432835997	0.63
美少妇	2	0.0099999997764826	0.6420000195503199	0.0	0.3302476119403	0.63
淫贱	2	0.0099999997764826	0.84799998998642	0.0	0.27147358208954997	0.47200000286102006
卖淫	2	0.0099999997764826	0.68900001049042	0.0	0.27147358208954997	0.63
奸污	2	0.0099999997764826	0.66799998283386	0.0	0.27147358208954997	0.63
政变	2	0.0099999997764826	0.10000000149011999	0.90399998426437	0.27147358208954997	0.28600001335144004
933cn	2	0.0099999997764826	0.14300000667572002	0.0	0.7618917218543001	0.64800000190735
饥渴	2	0.0099999997764826	0.64300000667572	0.0	0.27147358208954997	0.63
娼妓	2	0.0099999997764826	0.6370000243187	0.0	0.27147358208954997	0.63
学潮	2	0.0099999997764826	0.32300001382828003	0.9200000166893001	0.27147358208954997	0.016000000759959
性爱网	2	0.0099999997764826	0.8590000271797199	0.0	0.6479355223880601	0.0080000003799796
xizang	2	0.0099999997764826	0.13199999928474	0.9	0.45033675496689	0.028000000864267
cao	2	0.0099999997764826	0.64499998092651	0.0	0.22582208955224	0.63
两岸关系	2	0.021999999880791	0.12999999523163	0.9	0.42595033112583003	0.025000000372529
李源潮	2	0.0099999997764826	0.27200001478195	0.9	0.27147358208954997	0.04300000146031399
荡女	2	0.0099999997764826	0.5799999833107	0.0	0.27147358208954997	0.63
太祖	2	0.0099999997764826	0.25200000405311995	0.9079999923706099	0.27147358208954997	0.03999999910593
caobi	2	0.0099999997764826	0.8	0.0	0.44626390728477	0.22400000691414002
狗日	2	0.0099999997764826	0.59299999475479	0.0	0.24273537313433	0.63
麻黄素	2	0.8	0.19300000369548997	0.0	0.27147358208954997	0.20900000631809
情妇	2	0.0099999997764826	0.55500000715256	0.0	0.27147358208954997	0.63
政腐	2	0.0099999997764826	0.11400000005960001	0.9	0.21794373134328	0.22100000083447002
美女视频	2	0.041999999433756006	0.8	0.0	0.56150066225166	0.059000000357628
卖身	2	0.0099999997764826	0.54199999570847	0.0	0.27147358208954997	0.63
迷幻药	2	0.8	0.37000000476837	0.0	0.27147358208954997	0.010999999940395001
贞操	2	0.0099999997764826	0.54000002145767	0.0	0.27147358208954997	0.63
zhengfu	2	0.0099999997764826	0.09300000220537198	0.93300002813339	0.37281059602648997	0.028000000864267
国母	2	0.0099999997764826	0.18999999761581	0.9190000295639	0.27147358208954997	0.04399999976158099
人体炸弹	2	0.8	0.21899999678135001	0.0	0.39979370860927	0.014999999664723998
jiba	2	0.0099999997764826	0.37200000882149	0.0	0.42048973509934	0.63
官官相护	2	0.024000000208616	0.097999997437	0.9	0.39547549668873994	0.010999999940395001
俞正声	2	0.0099999997764826	0.23499999940395	0.9	0.27147358208954997	0.012000000104308
杜冷丁	2	0.8	0.34099999070167997	0.0	0.27147358208954997	0.010999999940395001
毛泽东	2	0.0099999997764826	0.13899999856949	0.9	0.27147358208954997	0.10000000149011999
政治犯	2	0.0099999997764826	0.11900000274181	0.9	0.27147358208954997	0.11800000071526
gay	2	0.0099999997764826	0.55199998617172	0.0	0.22582208955224	0.63
江猪	2	0.0099999997764826	0.11800000071526	0.9	0.27147358208954997	0.11400000005960001
毛主席纪念堂	2	0.0070000002160668	0.057000000029802	0.9	0.43394900662252	0.0070000002160668
李长春	2	0.0099999997764826	0.19099999964237	0.9	0.27147358208954997	0.029999999329447996
cocain	2	0.8	0.079000003635883	0.0	0.49356556291391	0.028000000864267
美国之音	2	0.059999998658895	0.15199999511242002	0.9	0.27147358208954997	0.012000000104308
十年动乱	2	0.027000000700355	0.11400000005960001	0.9	0.34296044776119	0.0080000003799796
youxing	2	0.0099999997764826	0.22800000011921	0.9	0.22582208955224	0.028000000864267
汪东兴	2	0.0099999997764826	0.10300000011921001	0.9	0.27147358208954997	0.10700000077486001
吴邦国	2	0.0099999997764826	0.19200000166892997	0.9	0.27147358208954997	0.014999999664723998
冰毒	2	0.8	0.30099999904633	0.0	0.27147358208954997	0.016000000759959
